,latitude,longitude,neighbor
78,40.5193814,-79.8423678,3
79,41.6676012,-81.3708126,1
80,36.2636449,-115.179236,9
81,33.3047634,-111.948079,6
82,43.062872,-89.308293,1
83,40.4311799387,-79.8062610469,1
84,33.5962128,-112.0361329,8
85,36.1174528,-115.1766881,32
86,40.3338214,-79.9445255,5
87,33.493231,-111.925713,108
88,36.0127715,-115.1360177,11
89,35.5008943,-80.8540364,1
90,33.321627,-111.981159,9
91,36.0995058,-115.2222314,3
92,40.4073233961,-79.9173397302,13
93,35.2086980208,-80.8122051441,1
94,40.4566032,-79.9303349,38
95,43.1125219,-89.5095369,1
96,41.1799708,-81.4808038,3
97,41.6529729,-81.3761432,1
98,41.304797,-81.6259008,1
99,33.6872339,-112.109739,1
100,36.1161693,-115.2418516,11
101,36.1433592,-115.2270081,1
102,41.6738589,-81.3228213,1
103,33.3049030077,-111.8983952777,10
104,36.1005917,-115.1172961,3
105,40.4618764521,-79.9494252238,72
106,36.2625635,-115.1771584,1
107,40.6315503,-80.0602155,3
108,40.4432834,-79.9502225,4
109,35.491383,-80.858224,3
110,33.4158668518,-111.618812561,1
111,40.4804345,-79.9541429,19
112,33.365437,-111.7041741,1
113,33.50951,-112.060238,26
114,33.3907103,-111.7901802,12
115,35.262558,-81.133545,1
116,33.6517029,-111.9350045,2
117,40.625619,-80.0559153,4
118,36.1292433677,-115.1656436718,9
119,36.165153,-115.2532203,1
120,40.5017,-79.860793,3
121,33.3786989221,-112.0310130715,6
122,36.0699177,-115.0809078,31
123,43.076113,-89.518192,13
124,36.025899,-115.0836123,6
125,33.684578,-111.9245664,3
126,36.1799273214,-115.2414611392,24
127,33.3073278,-111.8748971,23
128,40.4646775,-79.9221005,1
129,43.0914253964,-89.527287314,9
130,33.3785398438,-111.9464290865,1
131,36.1591212717,-115.1379870528,5
132,35.998757,-115.101991,20
133,33.4155944,-111.8384098,5
134,33.5451851,-112.1690817,6
135,33.3200151,-111.8096749,8
136,33.5082137,-112.0948751,7
137,33.5239465,-112.0478991,65
138,41.5109854,-81.6030497,9
139,36.145214,-115.176443,16
140,40.13727,-88.2560426,1
141,40.1411129848,-88.2446333333,2
142,40.6320562,-80.0585513,2
143,33.38449,-111.80411,2
144,40.107366,-88.243872,10
145,36.1141853,-115.2850087,7
146,36.1327427751,-115.1728063763,5
147,36.1163835424,-115.2965784073,12
148,33.4617724,-112.3442782,3
149,35.095289,-80.86835,3
150,40.5701914046,-80.0211127789,8
151,33.6371726,-112.2354666,2
152,33.2481682645,-111.8397652668,2
153,33.638766,-112.150357,10
154,41.2378014833,-81.8060022,1
155,33.485329,-112.0473576,3
156,36.12732,-115.17107,160
157,43.200682,-89.231119,1
158,35.1848025,-80.7588283,1
159,33.5105351942,-112.0282464776,76
160,40.5679582,-79.9549868,2
161,33.334832,-111.827595,2
162,43.0749897,-89.3919246,250
163,35.1474555,-80.809042,2
164,33.446778,-112.056714,3
165,41.1550248627,-81.4062192518,2
166,40.4451653,-79.9485397,28
167,36.269455179,-115.2685135704,5
168,33.3372236,-111.8753378,8
169,40.411302,-80.007324,1
170,35.9870045,-114.942718,1
171,33.5406188,-111.8883988,10
172,33.6520323,-112.1854072,15
173,36.1520353229,-115.209155781,5
174,36.155369,-115.243607,1
175,41.1654526,-81.4392963,2
176,33.581805,-112.406327,2
177,33.6964268,-111.8910699,1
178,33.6417409552,-112.3449897766,1
179,33.567014,-112.192209,1
180,35.1621387,-80.8868514,1
181,40.441268608,-79.9574393034,83
182,33.565786,-111.924702,11
183,40.4430443,-79.9969144,75
184,33.2480294,-111.8662673,1
185,33.49468,-112.217323,1
186,40.5436743,-80.0148635,2
187,33.302772,-111.756137,1
188,33.455863,-112.072167,8
189,33.5828039981,-111.892468527,21
190,36.155812,-115.199379,1
191,33.503126,-111.929476,126
192,36.2836689,-115.2702841,2
193,36.2788823,-115.2629735,1
194,33.3373254,-111.8771083,5
195,36.0758843,-115.208461,1
196,35.200184,-80.85248,10
197,41.4895066,-81.7110156,8
198,35.0631169,-80.633164,1
199,33.5380294431,-111.9056757902,1
200,40.486365,-79.872736,2
201,35.344936,-80.842227,1
202,33.2324404,-111.8569985,5
203,36.051631,-115.02409,3
204,36.0991195,-115.2999582,6
205,41.477032,-81.814424,3
206,33.4793671,-111.9247231,7
207,40.3403854,-79.950538,1
208,33.6381152,-112.2193907,11
209,35.13408,-80.712019,5
210,33.8309412,-111.9330128,2
211,33.6783134204,-111.9733573048,2
212,36.119472,-115.171634,16
213,36.1933265261,-115.3040632821,14
214,33.6388214,-112.3997883,2
215,35.4423987,-80.7629476,8
216,33.3924286,-111.9452855,7
217,43.0003778,-89.4258729,2
218,33.638744,-112.057293,1
219,41.6861976,-81.3341829,1
220,40.4289561,-79.9799623,164
221,33.2641013797,-111.8608798832,5
222,41.6234487,-81.4392608,1
223,40.1104968,-88.2311706,107
224,36.0673136929,-115.0420097085,62
225,41.1497,-81.8614584,1
226,33.5313736456,-112.0645281751,6
227,33.384858,-111.9083188,2
228,35.1718131288,-80.8489983196,30
229,33.4199841745,-111.8288787857,1
230,33.611520848,-112.1704865637,4
231,35.0535072,-80.8518177,40
232,33.6780787,-111.9777853,5
233,33.423062,-111.7457923,2
234,33.8002622,-112.1287294,2
235,33.582626,-111.931554,5
236,36.07636,-115.081698,4
237,44.9811404098,-73.458718434,1
238,33.5100749,-111.9878381,6
239,33.305051,-111.788778,18
240,35.087964,-80.859156,5
241,35.4984168408,-80.8489715763,17
242,33.4951657676,-111.9898844138,30
243,40.4572247932,-79.975274881,5
244,40.4539049,-79.9488486,1
245,36.1585845,-115.1543386,3
246,36.0346036,-115.0248662,2
247,41.4032041043,-81.8293507205,1
248,33.8320885,-111.9491285,1
249,33.5095174,-111.9962711,23
250,33.3194292,-111.8085672,3
251,41.471172,-81.146276,2
252,36.1676845536,-115.1383820635,51
253,33.3048103,-111.9270642,8
254,33.6862489,-112.343671,1
255,33.321544,-111.98237,9
256,33.613132,-112.0642179,5
257,33.6377851,-112.2182363,2
258,40.4031077,-79.9168592,2
259,33.5650982,-112.0737503,3
260,33.4933240385,-111.9289080799,38
261,36.26592,-115.25733,1
262,43.047095,-89.323978,4
263,33.3795553,-111.911075,3
264,36.0539460743,-115.169012,11
265,33.524174,-112.202788,1
266,33.465551,-112.0401151,2
267,41.4155836,-81.731971,1
268,33.581511,-111.879218,22
269,36.114461,-115.099834,6
270,40.3398763,-79.9675504,1
271,33.355444,-111.7899256,42
272,40.4600402,-79.9252858,41
273,33.451557,-112.078598,1
274,41.642134484,-81.4638290648,2
275,36.1423259,-115.1561477,15
276,35.4878317,-80.874741,2
277,36.113028,-115.1880788,1
278,33.6411185,-112.0473308,14
279,33.8256,-111.924236,15
280,36.148425,-115.242396,7
281,36.1160328488,-115.1973661931,2
282,36.0114761,-115.0629557,6
283,35.026441,-80.840433,6
284,33.5094171285,-112.0119918689,9
285,33.6395782,-112.3529522,10
286,33.508914,-112.056567,1
287,33.4630705155,-112.2778768672,1
288,40.4471068992,-80.004138972,2
289,36.0514499584,-115.2441147342,14
290,41.39023,-81.442376,1
291,36.0488548,-115.1008555,1
292,33.3593,-111.792157,1
293,35.1522311,-80.8318968,69
294,40.4582257,-79.9422836,2
295,41.519426,-81.4656813,2
296,33.4945911,-112.1185004,2
297,41.309359,-81.82245,1
298,36.0871537,-115.1015968,4
299,33.637365,-111.8821036,14
300,40.3780328,-79.9878547,3
301,36.0785398,-115.1025225,7
302,33.7130173897,-112.2775831819,1
303,36.1118006,-115.1242548,4
304,33.640479,-112.425566,7
305,33.4605162226,-112.2764132632,1
306,35.206689,-80.860924,8
307,36.298863,-115.2797514,17
308,33.6219328782,-112.3332726585,1
309,41.3622256,-82.2208599,1
310,36.096734,-115.297787,1
311,36.1431546,-115.2924779,4
312,36.14397,-115.194758,43
313,35.4077059,-80.8649778,4
314,36.1674946,-115.148789,2
315,36.1977963,-115.1918552,11
316,36.035756,-115.084368,1
317,33.6589000674,-112.376867598,1
318,40.327059139,-79.9442769808,1
319,33.6398884,-112.060911,3
320,41.2534,-81.3637,2
321,40.4926841,-79.9090958,2
322,33.797388,-111.977295,5
323,40.3562899,-80.1116263,1
324,33.3108072,-111.742676,45
325,33.5794638,-111.9271399,6
326,33.4213360711,-111.9516148853,4
327,36.1358996,-115.224439,3
328,36.0357293,-115.1717789,3
329,35.4597093,-80.888926,3
330,34.9373062091,-80.8381510153,4
331,41.471319,-81.1531171,1
332,33.667001,-112.205502,5
333,40.501106,-79.9813999,1
334,36.031965,-115.009111,8
335,35.9977865,-115.2055874,10
336,36.130136,-115.073231,1
337,33.3936314434,-111.8709388168,8
338,40.456127,-80.006524,11
339,33.584844,-111.892791,3
340,43.0841601,-89.3633512,19
341,36.0750425,-115.0739369,4
342,33.4948162,-112.3391323,10
343,43.0707063,-89.4624915,1
344,33.3503683,-111.8602592,2
345,33.6361282,-111.9227668,8
346,33.7988542,-111.9273523195,1
347,35.974545,-114.843346,1
348,36.1621507,-115.1722493,2
349,41.4631384,-82.0143347,1
350,35.0210499,-80.8459957,2
351,33.5573512,-111.8908603,12
352,33.6833375,-112.1149421,1
353,40.4384902929,-79.9995762843,40
354,35.3158077,-80.7786797,1
355,33.6398915,-112.0328195,6
356,33.278903,-111.686966,1
357,43.0613024,-89.4857035,5
358,33.3894767,-111.8604545,15
359,41.4794737,-81.6943074,1
360,43.2493114,-89.6753397,1
361,36.0174783171,-115.1177391421,105
362,36.1211259,-115.1913707,19
363,33.2999373707,-111.8756679073,10
364,36.14201,-115.22474,2
365,33.6194863,-111.8984525,4
366,33.6757792273,-111.9246702202,1
367,33.4496173,-112.0755216,21
368,35.097044,-80.778934,15
369,33.5394631012,-111.924161911,19
370,41.3771708,-82.0770363,1
371,33.3915031,-111.9379966,10
372,40.3251977,-80.0464194,1
373,35.9975732,-115.1234144,4
374,41.394558,-81.783869,2
375,33.507777,-112.037319,21
376,36.1438917,-115.0641604,5
377,41.4619687,-81.4812153,5
378,36.1140708,-115.2409255,10
379,35.1744843274,-80.8022613823,1
380,36.1135123,-115.1383498,10
381,35.128965,-80.702643,9
382,33.6304200395,-112.2378543636,20
383,33.5664298,-112.2816518,1
384,40.4426104418,-79.9994991189,27
385,33.53872186,-111.8904746928,2
386,33.7144074,-112.2764116,3
387,33.551903,-112.132866,1
388,40.4903879,-79.9046284,10
389,40.5156345,-80.2216946,3
390,33.6245326,-111.9288675,1
391,35.338473,-80.760692,4
392,35.3473534,-80.8537378,3
393,33.307722586,-111.8904911229,1
394,35.2138729,-80.8202395,5
395,35.2125537,-80.8185878,12
396,33.394377,-111.900132,2
397,36.0359967,-115.098678,4
398,33.623667,-111.891935,11
399,33.6052226712,-112.4212341349,1
400,43.0862937116,-89.3681323671,1
401,41.4596649607,-81.9517804046,31
402,33.2915794965,-111.7525863647,2
403,33.30668,-111.977509,5
404,40.6143826499,-80.0536224422,4
405,33.2907785,-111.8411006003,10
406,33.5678171,-112.2021689,1
407,33.4287049,-111.962822,1
408,40.1160855541,-88.2411534349,2
409,40.5390935,-80.023619,1
410,33.7996940069,-112.1286818051,2
411,36.0114785,-114.9922411,5
412,41.3977783,-81.7101017,2
413,33.5745685,-111.8826161,2
414,35.9991237,-115.1039473,10
415,33.4069698,-111.9386869,5
416,41.4770351304,-81.7717112934,1
417,33.3212854,-111.9102205,1
418,33.7977743,-111.9292094,3
419,36.0643827,-115.0211205,6
420,33.3368037,-111.7710071,8
421,40.1150169,-88.2461558,1
422,33.7116771,-112.2026614,1
423,40.4268672,-80.0053019,4
424,36.1101,-115.171694,201
425,33.5690908,-112.1728283,4
426,36.12663,-115.2086926,1
427,35.06232,-80.994497,3
428,33.3074771489,-111.7576749556,9
429,33.319474532,-111.8605643883,11
430,33.4248298694,-111.9400912307,116
431,36.1699583,-115.1397038,18
432,35.9991542,-115.1098897,5
433,36.0233404,-115.0824269,2
434,36.0290396688,-115.1154414133,14
435,43.09385,-89.5252445,3
436,41.434086,-81.881873,1
437,36.1362784,-115.2769675,1
438,35.1301471,-80.7003315,2
439,40.4343522,-80.0054111,6
440,36.031284,-115.044422,1
441,36.0977765,-115.2975877,16
442,33.5095952311,-112.0822349863,2
443,33.6394448,-112.0734096,1
444,43.0961472849,-89.5139048645,12
445,43.0022166,-89.5328812,1
446,35.2186768033,-80.9424017063,2
447,33.3343206,-111.8463657,12
448,36.1585666586,-115.2918211553,2
449,36.1987103,-115.1237902,3
450,40.5099687,-80.1253459,1
451,40.4624,-79.9678787,3
452,41.1382799,-81.864288,24
453,36.0811365,-115.2413069,8
454,36.1073359817,-115.17361889,8
455,35.0232146991,-80.848479831,5
456,40.547394,-80.007888,1
457,36.0580753,-115.2784336,13
458,36.1013882,-115.297799,12
459,41.4855001,-81.7874497,10
460,36.0412021,-115.1168888,8
461,36.1421143,-115.2431485,2
462,40.35959,-80.001058,1
463,33.6242839837,-111.924141018,80
464,33.480416,-112.0485918,3
465,33.4150687,-111.8283431,1
466,35.051342,-80.811605,1
467,33.6268709,-111.8931338,4
468,33.3048064,-111.951566,4
469,40.4471849204,-80.0982572379,1
470,36.0354947,-115.1179043,8
471,33.321308,-111.911731,2
472,33.4896269,-112.3487379,8
473,33.3322277,-111.9791238,6
474,36.0574741,-115.1205455,7
475,33.4663854,-111.8934221,1
476,35.2339145,-80.8416279,4
477,41.1360859,-81.4831089,5
478,41.3644602254,-82.056653629,1
479,35.147102,-80.8311382,8
480,35.9705154829,-115.1173172384,1
481,33.666207,-112.1223909,2
482,36.113696,-115.1302283,4
483,40.14166846,-88.2503601437,1
484,33.6256344,-111.9784252,1
485,40.3569591,-80.0518073,16
486,33.568687,-112.151326,4
487,33.503588,-111.931606,5
488,40.5353427,-80.0104556,6
489,41.482406,-81.68906,3
490,33.3522436,-111.911813,4
491,36.1143517,-115.1961847,19
492,41.3084543,-81.8204263,10
493,33.305615,-111.743556,6
494,36.1202143,-115.2242538,2
495,36.064506,-115.0381757,2
496,41.5068389,-81.5662483,1
497,41.3864011,-81.444422,4
498,41.4188007332,-81.8034086376,1
499,33.3056006,-111.9260506,1
500,35.117676,-80.7255345,2
501,33.583569,-111.933122,1
502,41.7136192878,-81.3617987823,1
503,36.0673401,-115.0471204,8
504,41.4930369829,-82.0459309593,2
505,35.3005413,-80.7526632,1
506,33.6364503,-112.0118669,15
507,34.9657996,-80.9947909,2
508,33.6104288,-112.24087,2
509,36.2840489,-115.2709555,1
510,36.2151739,-115.2123105,4
511,33.4930401,-112.3590635,2
512,33.3950877,-111.7211754,6
513,36.1135255527,-115.1635032892,1
514,34.9373103,-80.7502166,3
515,35.3337597,-80.7937128,1
516,33.611388,-112.239958,17
517,36.159149138,-115.1526728645,23
518,33.3069431,-111.8693069,3
519,33.6393646,-112.1870097,3
520,33.5093709572,-112.3621331155,2
521,33.3524198859,-111.8428623856,3
522,35.262106,-81.138489,2
523,35.228,-80.8416729,71
524,33.6088013816,-111.7218312955,1
525,36.21935,-115.24493,1
526,40.4080431671,-80.0873225927,3
527,33.3926184,-111.6945849,5
528,41.435181299999996,-81.7066462,1
529,36.102,-115.030991,1
530,43.072258,-89.398621,3
531,33.641839,-112.226854,10
532,43.0678082,-89.3994177,2
533,33.2902389,-111.7890777,1
534,33.6393699646,-111.8792572021,2
535,41.5188409,-81.440421,1
536,33.348123,-111.757137,4
537,36.195502,-115.2482722,20
538,36.1585801,-115.2148033,2
539,33.6021872,-111.9836094,34
540,36.1141600856,-115.171438923,50
541,41.1404321,-81.8636042,1
542,33.5488439,-111.9156321,4
543,36.2190919,-115.281397,4
544,36.084396,-115.243229,6
545,33.4746451,-111.9126614,1
546,33.6402763,-112.011634,1
547,35.9910981,-115.10938,4
548,35.943034,-115.1169833,9
549,40.4688708,-80.0599363,1
550,36.1274446,-115.2250141,69
551,36.1629694,-115.1441939,4
552,35.0862821193,-80.84903,14
553,35.174260584,-80.8402330344,32
554,36.1054581301,-115.1723729175,10
555,33.5312811,-112.0135902,3
556,36.1154138,-115.226714,17
557,36.1456698,-115.1670073,2
558,35.156539,-80.794655,6
559,33.4526642,-111.7019849,1
560,36.0844075366,-115.0315063414,3
561,36.108979,-115.2058211,2
562,36.0549772,-115.1691065,25
563,33.5306274,-112.0657548,1
564,33.5674282,-112.0731696,8
565,33.5843913,-112.1502994,1
566,36.1267301,-115.2013207,5
567,35.057879,-80.8568926,3
568,33.418617,-112.008369,1
569,33.321148,-111.9864363,6
570,33.4796195,-111.9291702,1
571,33.411602,-111.694022,2
572,36.1994944504,-115.2784495458,10
573,36.0054036506,-115.117831742,23
574,36.2387418,-115.1533666,3
575,35.2185285,-80.8128204,5
576,33.6321621,-112.2375661,1
577,41.1096269,-81.5700755,6
578,33.3178271,-111.929564,1
579,43.0703762,-89.3253853,9
580,35.2021596183,-80.8443546363,62
581,33.467496,-112.381426,1
582,33.3331275,-111.7549218,4
583,41.5006663,-81.5652739,24
584,33.3799224,-111.687266,6
585,41.3480537,-82.0658752,4
586,35.1945717,-80.7954296,2
587,43.194386,-89.224265,1
588,36.1721979927,-115.1156791918,2
589,33.3192716,-111.9746411,2
590,41.410955,-81.833623,4
591,33.3078223,-111.7435528,43
592,35.225217,-80.8362889,4
593,33.2594004,-111.8590749,1
594,41.5327083,-81.5800645,1
595,33.5831934,-112.2209374,1
596,36.1075555,-115.1524625,14
597,36.2861356809,-115.1793818325,23
598,33.6530892,-112.2357715,3
599,40.4489157,-80.099496,1
600,36.238597,-115.1731678,2
601,33.5501661,-112.0487924,3
602,33.4258825,-112.0312467,1
603,36.1687145,-115.1355313,1
604,33.514374,-112.047059,1
605,33.3231303,-111.7205811,5
606,35.0098852,-80.5621506,4
607,33.6409996,-112.0188999,4
608,35.3489545224,-80.857714,6
609,33.6266694,-111.8999935,1
610,40.3839991,-80.0437265,2
611,36.2093195,-115.2566004,2
612,33.7417998,-111.980754,3
613,33.2610823,-111.7564801,7
614,36.1701309215,-115.0627474562,2
615,35.2276592935,-80.838251396,23
616,36.1678611,-115.0406679,7
617,36.0133950245,-114.9927590543,18
618,36.108898,-115.151261,14
619,36.1887538,-115.1852284,1
620,33.5825721705,-111.9230259955,5
621,36.117349,-115.187432,3
622,33.7252048,-111.9779538,6
623,43.0563926,-89.50634422,4
624,36.149409,-115.333241,86
625,41.656378,-81.3617,2
626,33.407975,-111.910578,6
627,40.4339539495,-79.9230235443,72
628,33.35104,-111.85967,2
629,35.4589031244,-80.8939648099,1
630,36.101381,-115.102647,1
631,33.3048739,-111.7561095,8
632,36.266572,-115.0999753,4
633,41.12923,-81.609277,3
634,41.441237,-81.861158,2
635,43.0570896,-89.5092997,16
636,35.2091374,-80.8606543,27
637,41.6266789,-81.4372462,1
638,43.190828,-89.434239,1
639,35.2029023,-80.7531827,1
640,33.3355941,-111.9072845,5
641,33.4740683,-111.9271441,9
642,33.4977603,-111.9246198,31
643,36.181515354,-115.1784762438,1
644,41.4501982,-81.5180242,1
645,36.0857311,-115.2064232,3
646,33.6073282196,-112.4228811264,1
647,36.04169067,-115.1827025414,2
648,41.3594935689,-81.6859211657,3
649,33.3066645,-111.9799023,8
650,36.008913,-114.99048,6
651,36.059159,-115.020659,1
652,35.487394751,-80.6106573511,1
653,41.135428,-81.633936,1
654,33.3064046,-111.967666,1
655,36.1480096049,-115.1618128212,1
656,36.040822561,-115.1706934867,12
657,36.1160690794,-115.1726524659,20
658,36.0568573,-115.0260484,2
659,33.5986308836,-111.978371822,6
660,41.4620014477,-82.0178854465,1
661,33.3071308,-111.7709444,2
662,33.7977104,-112.0636901,3
663,33.5093605542,-112.0470950723,1
664,36.070455,-115.085991,7
665,35.2601578,-81.1331997,2
666,33.6547233,-112.1983235,11
667,40.4531841,-79.9408445,1
668,36.115904,-115.113605,1
669,33.5678842,-112.1502403,6
670,36.0194946,-115.0947223,6
671,41.494273,-82.044675,6
672,33.3493275803,-111.87349163,1
673,41.48496,-81.804904,2
674,33.4637894,-112.3586662,3
675,33.379555,-111.744402,4
676,36.2383454,-115.1550789,13
677,40.6230711951,-80.0544984877,1
678,36.1024457969,-115.169506073,52
679,41.3865355,-81.4402149,5
680,40.4603272,-79.9183738,1
681,35.068615,-80.677648,3
682,33.6294444,-112.368679,1
683,33.2710403,-111.8158232,1
684,33.379038,-111.976779,7
685,33.6003502,-112.0134971,3
686,36.159706,-115.245078,13
687,43.018285,-89.422449,5
688,33.4396415,-111.9268375,6
689,36.1716577,-115.1463616,22
690,36.0678425,-115.1746193,14
691,33.581451,-112.15194,4
692,41.1378021,-81.8214969,4
693,33.435548,-111.997993,10
694,33.7814775,-111.9257498,4
695,41.3920059,-81.46453,3
696,33.7118664044,-112.2702986773,1
697,36.1001295,-115.1384131,8
698,40.46445,-79.9325713,4
699,41.1528829,-81.3579118,54
700,33.5118507,-111.9254673,7
701,36.2684007,-115.2956118,12
702,33.4369745,-112.072095,1
703,33.299788968,-111.7434122086,10
704,33.6625027,-112.0303506,7
705,36.1601087482,-115.3500864655,11
706,41.4632443,-82.0151138,1
707,33.450193718,-112.3436308306,4
708,36.0742032,-115.2286997,1
709,33.584814,-111.8846292,4
710,40.4652145,-79.8272067,1
711,40.6427413534,-79.9401059737,1
712,33.833555,-111.938754,5
713,36.1270497176,-115.1356455334,1
714,36.0989715224,-115.10515428,1
715,36.0062615385,-115.1130546154,1
716,36.193812199999996,-115.3058135,18
717,33.6097648538,-112.1309936215,1
718,36.2175289501,-115.2409671122,6
719,36.1031015,-115.2042696,1
720,35.4631169,-80.8887062,1
721,41.0841590818,-81.5813845878,1
722,33.6390020165,-112.3888224517,7
723,33.433595,-111.901975,18
724,41.480043,-81.685147,6
725,33.5105012,-111.9862872,27
726,33.6762924,-111.9782055,14
727,33.326925,-111.858251,5
728,33.48444,-112.361787,1
729,43.1357982664,-89.2911588773,2
730,41.496702,-81.703678,2
731,35.08564856,-80.8911035253,16
732,35.9208835,-115.1652008,5
733,43.05631,-89.5093464,5
734,33.497334,-111.9279788,216
735,40.3807577,-80.0444192,44
736,35.2142559,-80.857754,6
737,35.003216122,-80.6993676431,6
738,41.3096035,-81.8357065,3
739,40.4555441,-79.977956,3
740,35.1825962,-80.6548882,3
741,36.1268904923,-115.2415652037,31
742,33.5098669,-112.0394971,12
743,33.409078,-111.630199,2
744,40.334864,-79.8911938,1
745,36.138147,-115.17276,1
746,33.4117588,-111.8699169,2
747,33.416547121,-111.6319612602,1
748,35.2208859,-81.0884187,1
749,33.6763641498,-111.9240071354,5
750,33.484074,-112.363106,3
751,40.632978,-80.058734,11
752,33.331253,-111.978331,13
753,35.206972,-80.835227,9
754,34.9598034,-81.0430281,1
755,41.314671,-81.5361154,1
756,40.5693240524,-80.0242897973,2
757,36.1266211,-115.2062413,5
758,36.0741043,-115.0828384,7
759,36.0705982,-115.2850126,1
760,36.1449408,-115.3327358,7
761,41.1419222,-81.4962571,1
762,36.2170969,-115.2449236,13
763,41.5000734,-81.7063002,10
764,41.5085652459,-81.6054113209,13
765,33.3225235,-111.7570877,8
766,36.1230938,-115.2980657,2
767,41.5049102,-81.6540128,1
768,33.414736,-111.925589,10
769,36.075878,-115.0828792,3
770,43.0731544,-89.4334935,2
771,33.6396337,-112.212828,6
772,33.616114,-111.853388,1
773,36.067034,-115.2512985,8
774,33.6702064,-112.2004519,10
775,33.6991897,-111.8926627,4
776,36.0266551,-115.1011667,8
777,33.3638756,-111.7879906,4
778,35.0953,-80.778568,15
779,36.15851,-115.150999,11
780,36.1584026,-115.1067183,1
781,36.1293693,-115.2975473,1
782,33.2719845,-111.8254037,1
783,35.2020194,-80.781657,1
784,35.225674,-80.845771,62
785,41.445848,-81.835243,1
786,33.313056088,-111.820632503,1
787,33.3658739,-111.9117794,1
788,36.2369945,-115.1700155,4
789,36.273107,-115.270208,2
790,36.1122857,-115.176598,19
791,33.4807226,-111.9222291,3
792,35.2957655,-80.73917,13
793,34.9641158,-80.9999923,3
794,35.0544299,-81.0073289,2
795,33.434168,-112.305044,5
796,36.1081567,-115.3095018,3
797,40.1163,-88.211,2
798,33.5104270502,-112.0140307526,17
799,33.3227508,-111.8597026,2
800,33.639741,-111.9443831,14
801,40.5572525,-79.7608845,1
802,33.6160293,-111.8926303,11
803,33.5379841,-111.9063244,5
804,36.2187588225,-115.3141230346,13
805,33.3252005,-111.9700596,2
806,41.510746,-81.668848,3
807,40.4396526495,-79.9921157586,3
808,35.4159772477,-80.6767872291,4
809,41.539624,-81.478052,2
810,36.294419,-115.1118354,1
811,33.502661,-111.9171506,5
812,36.1958894,-115.060361,2
813,33.304176,-112.0148012,1
814,33.5519336233,-112.1343779522,5
815,36.006928,-115.146662,9
816,33.5802442,-111.9256536,84
817,33.6299558,-111.9193657,1
818,33.3375314,-111.8596545,15
819,35.356892,-80.867654,2
820,33.4826645,-112.0732533,2
821,36.1258564,-115.1970731,46
822,33.4226275,-111.8338024,1
823,35.3723248,-80.7230133,2
824,43.1823763,-89.2114354,2
825,33.4652069,-112.0109667,4
826,41.5259142,-81.3363038,2
827,36.159578,-115.208656,4
828,35.1632048903,-80.7380590215,1
829,36.011913,-115.162617,2
830,33.4225851,-111.8181521,1
